id,title,year,month,day,hour,minute,url,link
435,外交部发言人——中方高度重视维和人员安全问题--国际--人民网,2018,1,24,21,5,http://world.people.com.cn/n1/2018/0124/c1002-29785008.html,8
436,第四届中国与全球化论坛聚焦改革开放与全球化的新机遇与新挑战--国际--人民网,2018,4,3,10,0,http://world.people.com.cn/n1/2018/0403/c1002-29904997.html,8
437,“难忘的旅华故事”征文比赛在东京启动--国际--人民网,2018,4,3,4,58,http://world.people.com.cn/n1/2018/0403/c1002-29903667.html,2
438,首届上海合作组织人民论坛将在西安举行--国际--人民网,2018,4,2,19,33,http://world.people.com.cn/n1/2018/0402/c1002-29903485.html,7
439,朝韩商定4月27日举行领导人会晤--国际--人民网,2018,3,30,4,46,http://world.people.com.cn/n1/2018/0330/c1002-29897503.html,8
440,特朗普愿于五月同金正恩举行会面--国际--人民网,2018,3,9,9,34,http://world.people.com.cn/n1/2018/0309/c1002-29858106.html,7
441,中国－中东欧国家文化合作协调中心在马其顿揭幕--国际--人民网,2018,3,3,14,13,http://world.people.com.cn/n1/2018/0303/c1002-29845622.html,8
442,董奇：高校在推动“一带一路”建设中发挥重要作用--国际--人民网,2018,4,3,11,2,http://world.people.com.cn/n1/2018/0403/c1002-29905190.html,7
443,湄公河流域国家完全可以成为“一带一路”的重要合作伙伴--国际--人民网,2018,3,31,13,43,http://world.people.com.cn/n1/2018/0331/c1002-29900418.html,7
444,古特雷斯呼吁加大投入以实现25%的全球减排目标--国际--人民网,2018,3,30,13,24,http://world.people.com.cn/n1/2018/0330/c1002-29899365.html,8
445,哈萨克斯坦驻华大使：把哈中合作打造成“一带一路”合作典范--国际--人民网,2017,5,12,14,24,http://world.people.com.cn/n1/2017/0512/c1002-29271858.html,8
446,王振：一带一路建设 更好地支撑企业走出去--国际--人民网,2018,4,3,16,37,http://world.people.com.cn/n1/2018/0403/c1002-29905839.html,8
447,跨境电商：中国消费世界受益--国际--人民网,2018,3,26,8,13,http://world.people.com.cn/n1/2018/0326/c1002-29887993.html,8
448,“走出去”企业税收抵免将更充分--国际--人民网,2018,2,28,8,29,http://world.people.com.cn/n1/2018/0228/c1002-29838799.html,3
449,第一届税收合作平台全球大会在联合国总部召开--国际--人民网,2018,2,15,9,19,http://world.people.com.cn/n1/2018/0215/c1002-29824900.html,8
450,首届世界海关跨境电商大会发布《北京宣言》--国际--人民网,2018,2,11,9,29,http://world.people.com.cn/n1/2018/0211/c1002-29818201.html,7
451,“一带一路”助力波兰日益成为欧洲交通枢纽--国际--人民网,2018,8,30,11,11,http://world.people.com.cn/n1/2018/0830/c1002-30261387.html,8
452,波兰总统表示将增加国防开支--国际--人民网,2018,8,16,11,33,http://world.people.com.cn/n1/2018/0816/c1002-30232886.html,7
453,波兰举行华沙起义74周年纪念活动--国际--人民网,2018,8,2,14,22,http://world.people.com.cn/n1/2018/0802/c1002-30202394.html,7
454,第六届“世界文化发展论坛”在波兰举行--国际--人民网,2018,7,17,4,23,http://world.people.com.cn/n1/2018/0717/c1002-30150883.html,8
455,中国（波兰）贸易博览会展现中波贸易快速发展趋势--国际--人民网,2018,6,7,15,17,http://world.people.com.cn/n1/2018/0607/c1002-30043905.html,7
456,《中外文学交流史·中国－中东欧卷》版权输出协议在波兰签署--国际--人民网,2018,6,7,10,52,http://world.people.com.cn/n1/2018/0607/c1002-30042271.html,7
457,波兰各界看好同中国合作前景--国际--人民网,2018,5,12,15,29,http://world.people.com.cn/n1/2018/0512/c1002-29984553.html,8
458,中非合作，共赢未来（评论员观察）--国际--人民网,2018,9,3,8,23,http://world.people.com.cn/n1/2018/0903/c1002-30267587.html,8
459,让互利共赢的中非故事深入人心--国际--人民网,2018,9,3,5,19,http://world.people.com.cn/n1/2018/0903/c1002-30266940.html,7
460,会展经济搭建丝绸之路经济带互利共赢“大舞台”--国际--人民网,2018,8,29,16,44,http://world.people.com.cn/n1/2018/0829/c1002-30259371.html,6
461,埃及阿联酋媒体人士关注北京峰会 期待推进中非互利共赢--国际--人民网,2018,8,24,14,36,http://world.people.com.cn/n1/2018/0824/c1002-30249532.html,6
462,细数一带一路六大“获得感”(延伸阅读)--国际--人民网,2018,8,17,8,38,http://world.people.com.cn/n1/2018/0817/c1002-30234539.html,8
463,李强民：平等协商是解决经贸摩擦唯一正确选择--国际--人民网,2018,8,14,15,10,http://world.people.com.cn/n1/2018/0814/c1002-30228427.html,8
464,【行走“一带一路”】世界义乌：开放包容 互利共赢--国际--人民网,2018,8,12,16,52,http://world.people.com.cn/n1/2018/0812/c1002-30223813.html,6
465,为中卢合作发展创造历史性机遇（钟声）--国际--人民网,2018,7,26,6,50,http://world.people.com.cn/n1/2018/0726/c1002-30170127.html,4
466,奏响合作共赢的乐章（国际论坛）--国际--人民网,2018,6,15,4,37,http://world.people.com.cn/n1/2018/0615/c1002-30060181.html,7
467,“铁哥们”同心塑造国家关系典范(大使随笔)--国际--人民网,2018,4,11,5,30,http://world.people.com.cn/n1/2018/0411/c1002-29917894.html,6
468,奏响新时代中国特色大国外交新乐章--国际--人民网,2018,4,10,7,46,http://world.people.com.cn/n1/2018/0410/c1002-29915612.html,5
469,中澳音乐家悉尼歌剧院奏响新春乐章--国际--人民网,2018,2,16,7,47,http://world.people.com.cn/n1/2018/0216/c1002-29825159.html,8
470,中国驻柬大使举行2018年使馆新春招待会--国际--人民网,2018,2,11,15,53,http://world.people.com.cn/n1/2018/0211/c1002-29818936.html,7
471,中南关系谱新篇 金砖合作顺潮流（大使随笔）--国际--人民网,2018,7,19,5,27,http://world.people.com.cn/n1/2018/0719/c1002-30156335.html,7
472,中卢媒体对话会推动两国媒体深化合作--国际--人民网,2018,7,7,11,18,http://world.people.com.cn/n1/2018/0707/c1002-30132675.html,8
473,学者谈李克强总理访德：推动中德关系 建设合作共赢典范--国际--人民网,2018,7,4,15,0,http://world.people.com.cn/n1/2018/0704/c1002-30126112.html,7
474,哈萨克斯坦否认美将在其境内设立军事基地--国际--人民网,2018,7,10,10,37,http://world.people.com.cn/n1/2018/0710/c1002-30137859.html,8
475,“全球丝绸之路”国际论坛在哈萨克斯坦举行--国际--人民网,2018,7,5,4,48,http://world.people.com.cn/n1/2018/0705/c1002-30126549.html,8
476,美国犹他州法案生效 父母能“野放教养”孩子--国际--人民网,2018,5,10,8,44,http://world.people.com.cn/n1/2018/0510/c1002-29976535.html,8
477,哈萨克斯坦专家：修改宪法和机构调整是推动深化改革的客观要求--国际--人民网,2018,3,19,13,32,http://world.people.com.cn/n1/2018/0319/c1002-29876151.html,8
478,哈萨克斯坦歌手迪玛希应邀到中国驻哈大使馆做客--国际--人民网,2017,5,7,14,6,http://world.people.com.cn/n1/2017/0507/c1002-29259146.html,7
479,“中国就是哈萨克斯坦的大海”（行走“一带一路”）--国际--人民网,2017,4,20,5,32,http://world.people.com.cn/n1/2017/0420/c1002-29222828.html,6
480,企业家、学者热议一带一路对世界经贸有何影响--国际--人民网,2018,5,20,15,6,http://world.people.com.cn/n1/2018/0520/c1002-30001312.html,8
481,新西兰拟对外国游客征税 帮助发展基础设施建设--国际--人民网,2018,5,11,10,37,http://world.people.com.cn/n1/2018/0511/c1002-29980171.html,8
482,如何应对“一带一路”建设中的中国威胁论？门洪华这样提议--国际--人民网,2018,4,3,16,33,http://world.people.com.cn/n1/2018/0403/c1002-29905829.html,8
483,两代船长，见证中国远航（开放的大门越开越大②）--国际--人民网,2018,8,21,4,17,http://world.people.com.cn/n1/2018/0821/c1002-30239967.html,7
484,海运拉近中国与世界的距离（开放谈）--国际--人民网,2018,8,21,4,17,http://world.people.com.cn/n1/2018/0821/c1002-30239968.html,8
485,中国风筝首次亮相斯里兰卡国际风筝节--国际--人民网,2018,8,20,15,12,http://world.people.com.cn/n1/2018/0820/c1002-30239401.html,8
486,22名斯里兰卡学生获中国政府奖学金--国际--人民网,2018,8,7,20,26,http://world.people.com.cn/n1/2018/0807/c1002-30215011.html,8
487,优势互补，打造互联互通枢纽港--国际--人民网,2018,8,7,4,23,http://world.people.com.cn/n1/2018/0807/c1002-30212513.html,5
488,斯里兰卡福建总商会暨福建同乡会在科伦坡成立--国际--人民网,2018,8,1,13,46,http://world.people.com.cn/n1/2018/0801/c1002-30183774.html,6
489,斯里兰卡“突突车”司机兼做导游--国际--人民网,2018,7,31,13,58,http://world.people.com.cn/n1/2018/0731/c1002-30181131.html,8
490,水墨画培训吸引斯里兰卡儿童体验中国文化--国际--人民网,2018,7,23,8,31,http://world.people.com.cn/n1/2018/0723/c1002-30163431.html,8
491,汉班托塔港是“债务陷阱”？ 外交部：有关媒体不要热衷于假新闻--国际--人民网,2018,7,3,17,4,http://world.people.com.cn/n1/2018/0703/c1002-30114430.html,7
492,斯里兰卡举办“24小时不打烊”书展--国际--人民网,2018,6,28,14,6,http://world.people.com.cn/n1/2018/0628/c1002-30093911.html,8
493,宁夏艺术家在斯里兰卡采风创作 推动中斯绘画交流--国际--人民网,2018,6,25,16,5,http://world.people.com.cn/n1/2018/0625/c1002-30084136.html,8
494,斯里兰卡“螃蟹部长”的美食故事--国际--人民网,2018,6,21,14,39,http://world.people.com.cn/n1/2018/0621/c1002-30072642.html,7
495,斯里兰卡政府和中国企业签署建设排水隧道合同--国际--人民网,2018,5,31,15,12,http://world.people.com.cn/n1/2018/0531/c1002-30026326.html,8
496,中国投资有助于促进非洲可持续发展--国际--人民网,2018,5,28,5,27,http://world.people.com.cn/n1/2018/0528/c1002-30016450.html,7
497,斯里兰卡举行“汉语桥”大学生中文比赛--国际--人民网,2018,5,25,15,6,http://world.people.com.cn/n1/2018/0525/c1002-30014620.html,8
498,斯里兰卡暴雨天气致12人死亡--国际--人民网,2018,5,24,21,23,http://world.people.com.cn/n1/2018/0524/c1002-30012530.html,8
499,美国贸易保护主义复燃或助力中日经贸关系回温--国际--人民网,2018,5,29,15,23,http://world.people.com.cn/n1/2018/0529/c1002-30021283.html,8
500,中方对巴西审慎、克制使用贸易救济措施表示欢迎--国际--人民网,2018,5,23,4,31,http://world.people.com.cn/n1/2018/0523/c1002-30006527.html,8
501,推动“一带一路”建设行稳致远(望海楼)--国际--人民网,2018,3,13,8,15,http://world.people.com.cn/n1/2018/0313/c1002-29864076.html,8
502,央企参与一带一路项目1676个（一带一路·合作共赢）--国际--人民网,2017,5,9,4,15,http://world.people.com.cn/n1/2017/0509/c1002-29261708.html,6
503,瓜达尔港暨自由区商务推介会在卡拉奇举行--国际--人民网,2016,8,26,16,13,http://world.people.com.cn/n1/2016/0826/c1002-28669349.html,1
504,21世纪海上丝绸之路建设重在三大合作机制和五大举措--国际--人民网,2018,3,7,14,2,http://world.people.com.cn/n1/2018/0307/c1002-29853839.html,8
505,约旦将与伊拉克共建跨国油气管道--国际--人民网,2018,2,6,11,21,http://world.people.com.cn/n1/2018/0206/c1002-29808733.html,7
506,专访冰岛驻华大使古士贤：北极合作开启冰中关系新篇章--国际--人民网,2018,2,5,19,41,http://world.people.com.cn/n1/2018/0205/c1002-29807108.html,8
507,英媒：气候变暖群雄逐鹿北极 中国亮牌入局--国际--人民网,2018,1,29,8,49,http://world.people.com.cn/n1/2018/0129/c1002-29792396.html,7
508,中国是北极事务的重要利益攸关方（望海楼）--国际--人民网,2018,1,29,8,30,http://world.people.com.cn/n1/2018/0129/c1002-29792118.html,8
509,“冰上丝绸之路”吸引世界目光--国际--人民网,2018,1,28,4,58,http://world.people.com.cn/n1/2018/0128/c1002-29790791.html,6
510,“一带一路”倡议是21世纪最伟大的发展倡议--国际--人民网,2017,5,12,9,42,http://world.people.com.cn/n1/2017/0512/c1002-29271189.html,8
511,马交通部长：“一带一路”是激发马来西亚经济潜力的强大引擎--国际--人民网,2017,4,26,13,47,http://world.people.com.cn/n1/2017/0426/c1002-29238022.html,8
512,中企与巴西将合建大型天然气加工厂项目--国际--人民网,2018,3,30,15,42,http://world.people.com.cn/n1/2018/0330/c1002-29899677.html,7
513,中巴合作助力巴西经济复苏--国际--人民网,2018,3,30,4,47,http://world.people.com.cn/n1/2018/0330/c1002-29897509.html,8
514,中国钢铁优势产能“移居”巴西--国际--人民网,2018,3,26,11,21,http://world.people.com.cn/n1/2018/0326/c1002-29889245.html,7
515,中企参建巴西港口正式奠基--国际--人民网,2018,3,19,5,39,http://world.people.com.cn/n1/2018/0319/c1002-29874382.html,8
516,中国互联网企业扎根巴西--国际--人民网,2018,3,16,6,4,http://world.people.com.cn/n1/2018/0316/c1002-29870671.html,8
517,中石油收购巴西第四大成品油分销商三成股权--国际--人民网,2018,3,14,9,21,http://world.people.com.cn/n1/2018/0314/c1002-29867115.html,5
518,春节快闪大联唱在巴西圣保罗街头上演--国际--人民网,2018,1,29,15,19,http://world.people.com.cn/n1/2018/0129/c1002-29793444.html,2
519,巴西中国和统会庆祝成立15周年--国际--人民网,2017,4,21,13,30,http://world.people.com.cn/n1/2017/0421/c1002-29227680.html,5
520,中企承建尼日利亚莱基深水港项目举行开工剪彩仪式--国际--人民网,2018,3,30,8,39,http://world.people.com.cn/n1/2018/0330/c1002-29898365.html,8
521,非洲国家领袖讨论组建全球最大自贸区 尼日利亚不参加--国际--人民网,2018,3,21,8,28,http://world.people.com.cn/n1/2018/0321/c1002-29880055.html,8
522,4名联合国救援人员在尼日利亚遇袭身亡--国际--人民网,2018,3,2,21,25,http://world.people.com.cn/n1/2018/0302/c1002-29844942.html,6
523,中国援建的柬埔寨51号公路复建工程开工--国际--人民网,2017,3,14,19,45,http://world.people.com.cn/n1/2017/0314/c1002-29145251.html,7
524,通讯：尼日利亚总统故乡喜迎中国数字电视--国际--人民网,2016,12,15,14,45,http://world.people.com.cn/n1/2016/1215/c1002-28952779.html,5
525,“一带一路”让泰国最大深海港成耀眼“明珠”--国际--人民网,2017,5,2,11,22,http://world.people.com.cn/n1/2017/0502/c1002-29248680.html,8
526,韩媒:中国邮轮集体拒停韩港口 36万游客和182次航班流失--国际--人民网,2017,3,17,8,14,http://world.people.com.cn/n1/2017/0317/c1002-29150647.html,3
527,“铺设一条通往幸福的路”--国际--人民网,2017,1,3,4,44,http://world.people.com.cn/n1/2017/0103/c1002-28993150.html,0
528,澳大利亚码头装卸费降至近17年最低--国际--人民网,2016,11,9,14,24,http://world.people.com.cn/n1/2016/1109/c1002-28848120.html,1
529,中国投资让希腊港口焕发生机（“一带一路”·早期收获）--国际--人民网,2016,11,8,4,46,http://world.people.com.cn/n1/2016/1108/c1002-28842621.html,4
530,渡轮撞击悉尼环形码头致19人受伤--国际--人民网,2016,10,12,14,43,http://world.people.com.cn/n1/2016/1012/c1002-28773104.html,1
531,招商局港口集装箱吞吐量增11.1%创历史记录--国际--人民网,2016,9,1,13,55,http://world.people.com.cn/n1/2016/0901/c1002-28683902.html,1
532,上海合作组织在京举行2018迎新招待会--国际--人民网,2017,12,25,8,55,http://world.people.com.cn/n1/2017/1225/c190972-29726756.html,7
533,王毅会见巴以和平人士研讨会双方代表--国际--人民网,2017,12,24,5,10,http://world.people.com.cn/n1/2017/1224/c1002-29725260.html,7
534,期待美方同朝方加强接触--国际--人民网,2017,5,9,4,38,http://world.people.com.cn/n1/2017/0509/c1002-29261762.html,8
535,王毅与哈萨克斯坦外长阿布德拉赫曼诺夫举行会谈--国际--人民网,2017,4,22,12,41,http://world.people.com.cn/n1/2017/0422/c1002-29229094.html,5
536,愿在相互尊重、合作共赢基础上拓展中美经贸务实合作--国际--人民网,2017,3,31,4,48,http://world.people.com.cn/n1/2017/0331/c1002-29180700.html,7
537,中国倡议的广泛吸引力（国际论坛）--国际--人民网,2017,5,12,4,47,http://world.people.com.cn/n1/2017/0512/c1002-29269828.html,8
538,"一带一路"高峰论坛官网推出"新媒体上的互联互通"专栏--国际--人民网,2017,5,11,14,22,http://world.people.com.cn/n1/2017/0511/c1002-29269190.html,7
539,“一带一路”：造福世界的“中国品牌”（望海楼）--国际--人民网,2017,5,10,8,33,http://world.people.com.cn/n1/2017/0510/c1002-29265104.html,8
540,“一带一路”国际合作高峰论坛旨在规划蓝图，共迎挑战--国际--人民网,2017,5,10,4,45,http://world.people.com.cn/n1/2017/0510/c1002-29264403.html,8
541,王义桅：一带一路已成为全球性的合作倡议--国际--人民网,2017,5,12,8,44,http://world.people.com.cn/n1/2017/0512/c1002-29270661.html,8
542,倡议来自中国 成果惠及世界（一带一路·权威有话说）--国际--人民网,2017,5,11,5,1,http://world.people.com.cn/n1/2017/0511/c1002-29267116.html,8
543,中国驻斐济大使：“一带一路”为斐济人民带来实实在在的好处--国际--人民网,2017,5,10,20,24,http://world.people.com.cn/n1/2017/0510/c1002-29266912.html,6
544,促进不同文明间交流与理解（“一带一路”·高端访谈）--国际--人民网,2017,5,5,16,42,http://world.people.com.cn/n1/2017/0505/c1002-29257374.html,8
545,王义桅： “一带一路”未来规划的三个重点将从八方面实施--国际--人民网,2017,5,5,15,39,http://world.people.com.cn/n1/2017/0505/c1002-29257212.html,8
546,何亚非：“一带一路”是针对全球治理的全新思想和实践--国际--人民网,2017,5,4,11,27,http://world.people.com.cn/n1/2017/0504/c1002-29254148.html,8
547,韩专家认为韩国可在“一带一路”建设中发挥作用--国际--人民网,2017,5,3,18,15,http://world.people.com.cn/n1/2017/0503/c1002-29252090.html,8
548,“开放与共享——武汉工程设计闪耀一带一路”论坛在京举行--国际--人民网,2017,4,30,14,3,http://world.people.com.cn/n1/2017/0430/c1002-29245773.html,8
549,“一带一路”促进世界繁荣与和谐（高端访谈·“一带一路”）--国际--人民网,2017,4,25,4,54,http://world.people.com.cn/n1/2017/0425/c1002-29232885.html,8
550,柯银斌：中企参与“一带一路”要有参与全球治理的意识--国际--人民网,2017,5,9,11,39,http://world.people.com.cn/n1/2017/0509/c1002-29263682.html,8
551,CCG圆桌会: 法国大选助中欧合作推进“一带一路”--国际--人民网,2017,5,9,9,20,http://world.people.com.cn/n1/2017/0509/c1002-29263192.html,8
552,泰国的发展要与一带一路对接--国际--人民网,2017,5,10,4,45,http://world.people.com.cn/n1/2017/0510/c1002-29264405.html,8
553,可持续的共同繁荣方案（“一带一路”·高端访谈）--国际--人民网,2017,5,9,4,16,http://world.people.com.cn/n1/2017/0509/c1002-29261715.html,8
554,肯尼亚常驻联合国代表：“一带一路”利好非洲发展--国际--人民网,2017,4,28,8,29,http://world.people.com.cn/n1/2017/0428/c1002-29242381.html,8
555,俄罗斯专家：“一带一路”与欧亚经济联盟互利共赢--国际--人民网,2017,5,5,20,3,http://world.people.com.cn/n1/2017/0505/c1002-29257610.html,8
556,崔天凯：“百日计划”应是中美为实现互利共赢而共同努力的行动计划--国际--人民网,2017,4,27,8,47,http://world.people.com.cn/n1/2017/0427/c1002-29239601.html,6
557,【一带一路·合作共赢】 互利共赢精神薪火相传--国际--人民网,2017,4,15,15,35,http://world.people.com.cn/n1/2017/0415/c1002-29213121.html,7
558,中欧将进一步加强科技创新合作--国际--人民网,2017,3,30,18,13,http://world.people.com.cn/n1/2017/0330/c1002-29180510.html,7
559,李克强：构建升级版互利合作新格局 推动中新关系取得更大发展--国际--人民网,2017,3,27,16,22,http://world.people.com.cn/n1/2017/0327/c1002-29172429.html,8
560,综述：澳大利亚各界赞“一带一路”助澳中合作进入新时代--国际--人民网,2017,3,25,15,27,http://world.people.com.cn/n1/2017/0325/c1002-29169059.html,8
561,真诚互信的好朋友、互利共赢的好伙伴——中阿建交45周年招待会--国际--人民网,2017,3,16,10,34,http://world.people.com.cn/n1/2017/0316/c1002-29149307.html,8
562,“泰国4.0”志在经济转型（经济透视）--国际--人民网,2017,5,2,5,37,http://world.people.com.cn/n1/2017/0502/c1002-29246874.html,8
563,金鑫：扩展“一带一路”智库合作联盟朋友圈--国际--人民网,2017,2,24,13,19,http://world.people.com.cn/n1/2017/0224/c1002-29105980.html,4
564,董奇：北京师范大学推出多项“一带一路”服务项目--国际--人民网,2017,2,24,10,14,http://world.people.com.cn/n1/2017/0224/c1002-29105796.html,8
565,最新版中国产业竞争力报告分析62国贸易拓展潜力--国际--人民网,2017,2,15,14,15,http://world.people.com.cn/n1/2017/0215/c1002-29083165.html,5
566,2016“一带一路”工商协会联盟中国理事会大会在京召开--国际--人民网,2016,12,21,16,20,http://world.people.com.cn/n1/2016/1221/c190970-28967207.html,5
567,王受文：贸易便利化协定将给全球贸易带来万亿美元收入--国际--人民网,2016,9,3,19,28,http://world.people.com.cn/n1/2016/0903/c1002-28689150.html,7
568,促进不同文明间交流与理解（“一带一路”·高端访谈）--国际--人民网,2017,5,4,4,51,http://world.people.com.cn/n1/2017/0504/c1002-29252353.html,8
569,姚培生：“一带一路”已经远远超越了地域的概念--国际--人民网,2017,4,21,16,14,http://world.people.com.cn/n1/2017/0421/c1002-29228135.html,8
570,首列伦敦至义乌中欧班列今日启程 服务于“一带一路”建设--国际--人民网,2017,4,11,8,59,http://world.people.com.cn/n1/2017/0411/c1002-29202263.html,7
571,中欧（中亚）班列乌鲁木齐集结中心首次开行由霍尔果斯出境货运班列--国际--人民网,2017,2,26,9,32,http://world.people.com.cn/n1/2017/0226/c1002-29107924.html,8
572,“一带一路”是可持续的公共产品（高端访谈·“一带一路”）--国际--人民网,2017,4,16,5,13,http://world.people.com.cn/n1/2017/0416/c1002-29213388.html,8
573,推动新型全球化的中国方案（一带一路·权威有话说）--国际--人民网,2017,4,14,4,40,http://world.people.com.cn/n1/2017/0414/c1002-29209675.html,8
574,茅忠群：中华优秀文化为构建人类命运共同体贡献中国智慧--国际--人民网,2017,4,9,12,16,http://world.people.com.cn/n1/2017/0409/c1002-29197695.html,8
575,博鳌时间：大咖诊脉全球经济 期待中国贡献“良方”--国际--人民网,2017,3,26,8,52,http://world.people.com.cn/n1/2017/0326/c1002-29169359.html,8
576,安理会通过决议呼吁各国就保护基础设施免受恐袭加强合作--国际--人民网,2017,2,14,9,13,http://world.people.com.cn/n1/2017/0214/c1002-29079470.html,8
577,反对朝方违背安理会决议进行发射活动--国际--人民网,2017,2,14,5,16,http://world.people.com.cn/n1/2017/0214/c1002-29078165.html,8
578,印度废币政策陷入两难--国际--人民网,2017,2,9,8,5,http://world.people.com.cn/n1/2017/0209/c1002-29067510.html,6
579,“一带一路”好处是大家的--国际--人民网,2017,1,13,9,0,http://world.people.com.cn/n1/2017/0113/c1002-29021084.html,8
580,蒙古外长与王毅会面：感谢中国帮助克服经济困难--国际--人民网,2017,2,20,15,14,http://world.people.com.cn/n1/2017/0220/c1002-29094111.html,8
581,王毅与尼日利亚外长奥尼亚马举行会谈--国际--人民网,2017,1,12,9,14,http://world.people.com.cn/n1/2017/0112/c1002-29017853.html,8
582,白皮书：中国积极发展与亚太其他国家的友好合作关系--国际--人民网,2017,1,11,15,4,http://world.people.com.cn/n1/2017/0111/c1002-29015902.html,7
583,澜沧江—湄公河合作第二次外长会举行--国际--人民网,2016,12,24,4,22,http://world.people.com.cn/n1/2016/1224/c1002-28973637.html,7
584,王毅：澜湄合作在行动--国际--人民网,2016,12,23,18,16,http://world.people.com.cn/n1/2016/1223/c1002-28973369.html,8
585,世贸组织预计一季度全球贸易继续适度增长--国际--人民网,2017,2,15,9,47,http://world.people.com.cn/n1/2017/0215/c1002-29082653.html,8
586,美国关注“一带一路”新机遇--国际--人民网,2017,2,10,13,22,http://world.people.com.cn/n1/2017/0210/c1002-29072610.html,8
587,首列中英贸易直通车抵达伦敦--国际--人民网,2017,1,19,14,14,http://world.people.com.cn/n1/2017/0119/c1002-29036233.html,8
588,数据显示2017年因贸易保护主义中国外贸形势严峻--国际--人民网,2017,1,17,17,2,http://world.people.com.cn/n1/2017/0117/c1002-29030554.html,8
589,中国乌兹别克斯坦合作进入快速发展的黄金期--国际--人民网,2017,1,6,11,7,http://world.people.com.cn/n1/2017/0106/c1002-29004255.html,8
590,专家：中国首次成为资本净输出国--国际--人民网,2016,11,23,16,58,http://world.people.com.cn/n1/2016/1123/c57506-28891106.html,1
591,“一带一路”带来的好处实实在在--国际--人民网,2016,8,22,3,59,http://world.people.com.cn/n1/2016/0822/c1002-28653150.html,4
592,梅林德：G20应支持完善全球贸易投资体系--国际--人民网,2016,7,30,10,51,http://world.people.com.cn/n1/2016/0730/c1002-28597166.html,8
593,赵磊：补足“一带一路”建设中人才和思想短板--国际--人民网,2017,1,9,18,1,http://world.people.com.cn/n1/2017/0109/c1002-29009988.html,8
594,王蔚：用好“一带一路”平台 改善中日关系--国际--人民网,2016,7,21,13,48,http://world.people.com.cn/n1/2016/0721/c1002-28573795.html,6
595,“一带一路”金融合作须妥善处理各项关系--国际--人民网,2016,7,15,15,0,http://world.people.com.cn/n1/2016/0715/c190970-28558220.html,0
596,中国“一带一路”助推国际反恐合作--国际--人民网,2016,7,15,14,58,http://world.people.com.cn/n1/2016/0715/c190970-28558213.html,1
597,印度参与“一带一路”合作前景乐观--国际--人民网,2016,7,15,14,57,http://world.people.com.cn/n1/2016/0715/c190970-28558208.html,1
598,解读：六大发展战略推进中国老年宜居环境建设--国际--人民网,2016,2,24,16,23,http://world.people.com.cn/n1/2016/0224/c190970-28147283.html,8
599,“一带一路”建设是对“逆全球化”倾向的有力回击——访俄罗斯科学院远东研究所所长卢贾宁--国际--人民网,2017,3,5,10,31,http://world.people.com.cn/n1/2017/0305/c1002-29124122.html,1
600,俄专家看衰普京访日：不会解决领土争端--国际--人民网,2016,12,13,10,18,http://world.people.com.cn/n1/2016/1213/c1002-28945797.html,5
601,闫立金：呼吁国际社会积极参与“一带一路”金融平台创新--国际--人民网,2016,12,3,18,52,http://world.people.com.cn/n1/2016/1203/c1002-28922643.html,8
602,全球化趋势不会逆转 WTO将存续发展--国际--人民网,2016,12,3,17,52,http://world.people.com.cn/n1/2016/1203/c1002-28922630.html,7
603,王晓岷：仍有很多人没享受到全球化红利--国际--人民网,2016,12,3,16,40,http://world.people.com.cn/n1/2016/1203/c1002-28922602.html,7
604,赵磊:“一带一路”需要务“实”智库--国际--人民网,2016,12,23,15,17,http://world.people.com.cn/n1/2016/1223/c1002-28973029.html,8
605,30余位驻华大使及外交官参加“一带一路”大使论坛--国际--人民网,2016,12,16,10,38,http://world.people.com.cn/n1/2016/1216/c1002-28955458.html,8
606,窦恩勇：义乌将带动出更多的“一带一路”沿线明星城市 --国际--人民网,2016,11,14,10,30,http://world.people.com.cn/n1/2016/1114/c1002-28858807.html,4
607,权威报告显示：“一带一路”已形成各国共商共建共享的合作局面--国际--人民网,2016,9,26,20,24,http://world.people.com.cn/n1/2016/0926/c1002-28741825.html,8
608,首届德国华商“一带一路”高峰论坛在汉堡举行--国际--人民网,2016,9,7,11,3,http://world.people.com.cn/n1/2016/0907/c1002-28698127.html,7
609,（解读G20峰会）“一带一路”将成为全球经济包容性增长的范例--国际--人民网,2016,9,5,15,29,http://world.people.com.cn/n1/2016/0905/c1002-28692561.html,8
610,53所中国高校跻身QS大学毕业生就业排名300强--国际--人民网,2016,11,24,13,16,http://world.people.com.cn/n1/2016/1124/c1002-28893376.html,7
611,英国大学毕业生过剩 政府恐危害经济发展--国际--人民网,2016,10,13,8,23,http://world.people.com.cn/n1/2016/1013/c1002-28774478.html,0
612,中国城市营销发展报告：北京、上海、天津居榜单前三--国际--人民网,2016,9,14,15,50,http://world.people.com.cn/n1/2016/0914/c57506-28716583.html,1
613,中外学者呼吁促进欧亚国家互联互通--国际--人民网,2016,11,28,17,45,http://world.people.com.cn/n1/2016/1128/c1002-28904192.html,7
614,专家：利益共享才能实现亚太长远繁荣--国际--人民网,2016,11,21,7,6,http://world.people.com.cn/n1/2016/1121/c1002-28882476.html,7
615,吉尔吉斯斯坦前总理：愿意花时间把中国和中亚连接起来--国际--人民网,2016,11,14,12,6,http://world.people.com.cn/n1/2016/1114/c1002-28858986.html,0
